LT_UNQ_NO,INDUSTRY_CD,STDG_EMD_CD,SLS_GRD_2301,SLS_GRD_2302
1150010500107570005,A14,11500105,3.0,3.0
1141011100102850023,A02,11410111,4.0,4.0
1153010100102920014,A01,11530101,4.0,4.0
1114016400100320001,A01,11140164,3.0,3.0
1168010700106420004,A01,11680107,1.0,1.0
1174010800105520001,A14,11740108,2.0,2.0
1126010500104910039,A03,11260105,2.0,2.0
1159010100101240010,A03,11590101,3.0,3.0
1153010200100330011,A03,11530102,3.0,3.0
1111018500100990003,A03,11110185,3.0,3.0
1130510300101740024,A03,11305103,3.0,3.0
1153010700103300040,A01,11530107,3.0,3.0
1130510300105670008,A01,11305103,4.0,4.0
1120010700103090062,A02,11200107,2.0,2.0
1117012400101480000,A03,11170124,2.0,2.0
1126010100103830006,A06,11260101,4.0,4.0
1126010600104620004,A03,11260106,3.0,3.0
1120011400106680001,A11,11200114,1.0,1.0
1154510300102690003,A02,11545103,3.0,3.0
1120010700100320014,A03,11200107,2.0,2.0
1135010200100640012,A01,11350102,2.0,2.0
1174010900104100008,A03,11740109,3.0,3.0
1123010600104290004,A01,11230106,3.0,3.0
1174010100103120038,A13,11740101,4.0,4.0
1168010500101450000,A08,11680105,1.0,1.0
1159010700110390059,A01,11590107,3.0,3.0
1138010600100120006,A01,11380106,3.0,3.0
1156012800101140002,A04,11560128,2.0,2.0
1147010200104050472,A01,11470102,2.0,2.0
1150010200105090001,A08,11500102,3.0,3.0
1159010200103240043,A01,11590102,3.0,3.0
1121510500100440021,A03,11215105,4.0,4.0
1162010200100960095,A01,11620102,4.0,4.0
1135010300102380015,A13,11350103,3.0,3.0
1111013500100130008,A02,11110135,2.0,2.0
1168010100106960040,A01,11680101,3.0,3.0
1132010600106830015,A14,11320106,3.0,3.0
1141010200100030013,A01,11410102,3.0,3.0
1135010500104560030,A01,11350105,2.0,2.0
1121510700100240002,A01,11215107,2.0,2.0
1156013200102890006,A01,11560132,4.0,4.0
1162010100109130002,A02,11620101,2.0,2.0
1150010300107930009,A01,11500103,3.0,3.0
1123011000102640222,A08,11230110,4.0,4.0
1154510200110130000,A01,11545102,2.0,2.0
1138010300102810100,A02,11380103,3.0,3.0
1150010300103720042,A01,11500103,4.0,4.0
1129013600100350004,A11,11290136,3.0,3.0
1156011300101270001,A03,11560113,3.0,3.0
1138011400100700000,A06,11380114,1.0,1.0
1150010300110660001,A01,11500103,4.0,4.0
1117010100101920067,A03,11170101,4.0,4.0
1114013800100040007,A01,11140138,2.0,2.0
1174010600104570004,A03,11740106,3.0,3.0
1171010600101110000,A02,11710106,2.0,2.0
1174010500103980011,A01,11740105,4.0,4.0
1120010500107900004,A01,11200105,4.0,4.0
1153010200106500004,A14,11530102,4.0,4.0
1121510100101380011,A03,11215101,3.0,3.0
1174010500103660008,A03,11740105,3.0,3.0
1156011300103360000,A01,11560113,4.0,4.0
1123010600101830004,A01,11230106,3.0,3.0
1168010700106600016,A01,11680107,2.0,2.0
1132010800106120009,A11,11320108,3.0,3.0
1162010100116110011,A01,11620101,2.0,2.0
1135010300104400016,A14,11350103,4.0,4.0
1150010900101840060,A03,11500109,4.0,4.0
1153010200100970005,A01,11530102,2.0,2.0
1132010500104950069,A01,11320105,5.0,5.0
1132010500100750004,A01,11320105,4.0,4.0
1144011500103110004,A03,11440115,2.0,2.0
1168010500101110044,A03,11680105,2.0,2.0
1111011300101870000,A03,11110113,2.0,2.0
1162010200108480000,A03,11620102,4.0,4.0
1168010100106050011,A03,11680101,1.0,1.0
1159010700110410028,A01,11590107,2.0,2.0
1156011000100140015,A13,11560110,1.0,1.0
1150010900102720022,A01,11500109,3.0,3.0
1144012700117400000,A06,11440127,2.0,2.0
1144012700100140015,A01,11440127,2.0,2.0
1150010300108320014,A10,11500103,4.0,4.0
1135010500111320023,A13,11350105,3.0,3.0
1159010900103950066,A13,11590109,4.0,4.0
1165010800113570072,A03,11650108,2.0,2.0
1144012100101660011,A03,11440121,2.0,2.0
1168011500107140000,A01,11680115,3.0,3.0
1117013600102650040,A03,11170136,4.0,4.0
1159010100101180008,A03,11590101,2.0,2.0
1144010400103270001,A01,11440104,2.0,2.0
1156011000100350002,A13,11560110,2.0,2.0
1129011600100030003,A11,11290116,2.0,2.0
1171010100101800004,A01,11710101,3.0,3.0
1165010800115660008,A01,11650108,1.0,1.0
1141012000103850000,A13,11410120,2.0,2.0
1114014500101540001,A14,11140145,3.0,3.0
1121510100100770025,A06,11215101,4.0,4.0
1154510100103450033,A03,11545101,2.0,2.0
1126010100101800113,A02,11260101,3.0,3.0
1168010800100360008,A03,11680108,1.0,1.0
1132010500106790000,A01,11320105,3.0,3.0
1171010700100980006,A14,11710107,4.0,4.0
1123010600104330008,A01,11230106,1.0,1.0
1123010600104170008,A03,11230106,3.0,3.0
1156012800101210000,A01,11560128,2.0,2.0
1171011300101330033,A08,11710113,4.0,4.0
1144010500100210000,A01,11440105,3.0,3.0
1135010300105090037,A07,11350103,2.0,2.0
1147010100109770014,A01,11470101,4.0,4.0
1141011900103510002,A12,11410119,2.0,2.0
1123010600103420024,A01,11230106,2.0,2.0
1159010700101470086,A01,11590107,2.0,2.0
1120010400100220001,A03,11200104,1.0,1.0
1121510700100160011,A03,11215107,3.0,3.0
1111010800100460027,A01,11110108,3.0,3.0
1111018000100010012,A03,11110180,3.0,3.0
1153010700104030054,A09,11530107,4.0,4.0
1165010800115420005,A01,11650108,1.0,1.0
1156011600103100000,A01,11560116,3.0,3.0
1141011600100530079,A03,11410116,2.0,2.0
1144010800102450003,A08,11440108,3.0,3.0
1129013400112860010,A04,11290134,2.0,2.0
1117012900103010145,A01,11170129,1.0,1.0
1159010300102580003,A01,11590103,2.0,2.0
1171010300102310024,A03,11710103,3.0,3.0
1114011200100340046,A03,11140112,2.0,2.0
1117011100101320002,A03,11170111,3.0,3.0
1154510200102910001,A08,11545102,1.0,1.0
1141011300100840008,A01,11410113,2.0,2.0
1156013200149430000,A03,11560132,4.0,4.0
1156013200105080000,A06,11560132,2.0,2.0
1117012700100240000,A11,11170127,2.0,2.0
1138010700100850005,A01,11380107,3.0,3.0
1120010500104370000,A01,11200105,2.0,2.0
1156013300106890001,A11,11560133,2.0,2.0
1165010300101760010,A03,11650103,3.0,3.0
1156011200100480034,A01,11560112,3.0,3.0
1141011700101880089,A01,11410117,2.0,2.0
1121510300102440050,A03,11215103,3.0,3.0
1159010200105060010,A03,11590102,4.0,4.0
1156011100101070000,A01,11560111,3.0,3.0
1162010200114290002,A01,11620102,2.0,2.0
1135010300104110026,A02,11350103,3.0,3.0
1126010300103000042,A01,11260103,3.0,3.0
1141011000110130000,A01,11410110,3.0,3.0
1121510300100790014,A01,11215103,3.0,3.0
1159010800105020000,A04,11590108,3.0,3.0
1141011600100570020,A03,11410116,2.0,2.0
1114016600100550004,A11,11140166,1.0,1.0
1111012900100680001,A14,11110129,1.0,1.0
1156010400100030007,A03,11560104,2.0,2.0
1153010600100600034,A03,11530106,1.0,1.0
1132010600106640009,A13,11320106,3.0,3.0
1165010800117170010,A01,11650108,1.0,1.0
1121510500105840015,A03,11215105,5.0,5.0
1144012000103550005,A14,11440120,1.0,1.0
1150010300109040002,A01,11500103,1.0,1.0
1165010700107010013,A03,11650107,3.0,3.0
1117012500100020196,A01,11170125,2.0,2.0
1144010200102560005,A06,11440102,3.0,3.0
1162010100104630003,A04,11620101,1.0,1.0
1165010100107690001,A01,11650101,2.0,2.0
1150010100102820022,A01,11500101,3.0,3.0
1144012700101150008,A01,11440127,2.0,2.0
1171011100101110014,A08,11710111,2.0,2.0
1126010200101050084,A01,11260102,2.0,2.0
1171010700100070010,A03,11710107,3.0,3.0
1138010600100150034,A03,11380106,3.0,3.0
1111013700101950003,A11,11110137,3.0,3.0
1129013300106690006,A08,11290133,3.0,3.0
1156011000100110011,A01,11560110,1.0,1.0
1150010500107600001,A11,11500105,1.0,1.0
1121510700100490003,A01,11215107,2.0,2.0
1132010700106570097,A05,11320107,4.0,4.0
1120011500105320037,A03,11200115,3.0,3.0
1153010200100030025,A11,11530102,1.0,1.0
1130510400100720148,A02,11305104,2.0,2.0
1165010800116840001,A06,11650108,3.0,3.0
1144012300104210015,A14,11440123,3.0,3.0
1132010700106590029,A01,11320107,3.0,3.0
1117013100106830047,A03,11170131,3.0,3.0
1171010700101880010,A01,11710107,3.0,3.0
1135010300106170006,A01,11350103,1.0,1.0
1162010100107020097,A01,11620101,2.0,2.0
1138010300102390034,A03,11380103,5.0,5.0
1111014100101700000,A03,11110141,2.0,2.0
1121510100101420026,A03,11215101,3.0,3.0
1168010600110190011,A03,11680106,3.0,3.0
1156012100100550016,A01,11560121,2.0,2.0
1165010800114310014,A11,11650108,1.0,1.0
1132010600107030055,A05,11320106,4.0,4.0
1165010100108510004,A08,11650101,2.0,2.0
1114014800100170002,A14,11140148,1.0,1.0
1162010200104920019,A01,11620102,3.0,3.0
1150010300110130000,A03,11500103,2.0,2.0
1117011300100010038,A06,11170113,1.0,1.0
1168010800101610017,A01,11680108,3.0,3.0
1111011000100900002,A04,11110110,1.0,1.0
1162010200102090001,A03,11620102,4.0,4.0
1168010400100840024,A14,11680104,2.0,2.0
1114015100102750003,A08,11140151,4.0,4.0
1135010500105810087,A01,11350105,4.0,4.0
1171010800106510000,A06,11710108,1.0,1.0
1162010100116880126,A03,11620101,1.0,1.0
1111017200101070000,A13,11110172,1.0,1.0
1159010700101370015,A03,11590107,3.0,3.0
1129013300100160141,A11,11290133,4.0,4.0
1132010600107190014,A01,11320106,2.0,2.0
1111013500100430001,A03,11110135,2.0,2.0
1168011800109190007,A01,11680118,2.0,2.0
1114010600100220008,A06,11140106,1.0,1.0
1150010300110750000,A04,11500103,2.0,2.0
1114016600101200015,A01,11140166,1.0,1.0
1154510200111000002,A06,11545102,4.0,4.0
1168010600105070001,A01,11680106,3.0,3.0
1114016200104322169,A03,11140162,2.0,2.0
1135010200100680066,A01,11350102,1.0,1.0
1156012200100320044,A06,11560122,4.0,4.0
1138010400104970005,A01,11380104,4.0,4.0
1162010200114340014,A01,11620102,5.0,5.0
1129013600100390001,A03,11290136,1.0,1.0
1129012500101040119,A01,11290125,3.0,3.0
1117013000101190010,A03,11170130,2.0,2.0
1123010500100210008,A03,11230105,2.0,2.0
1147010200106160004,A01,11470102,3.0,3.0
1138010700105850048,A01,11380107,4.0,4.0
1114017100103980001,A02,11140171,2.0,2.0
1171011400101280117,A01,11710114,4.0,4.0
1171011100101350025,A06,11710111,3.0,3.0
1132010600107030021,A06,11320106,2.0,2.0
1165010100104440002,A03,11650101,1.0,1.0
1144011500100930110,A03,11440115,3.0,3.0
1165010600100090016,A01,11650106,2.0,2.0
1135010600105060000,A05,11350106,3.0,3.0
1162010200114240019,A12,11620102,3.0,3.0
1126010200101300012,A01,11260102,3.0,3.0
1126010500104020094,A02,11260105,2.0,2.0
1150010200105260006,A13,11500102,3.0,3.0
1154510200110190010,A01,11545102,3.0,3.0
1171010100101940000,A08,11710101,3.0,3.0
1120010200109890015,A01,11200102,3.0,3.0
1141010100100850000,A01,11410101,4.0,4.0
1156013300110500028,A11,11560133,2.0,2.0
1114016200102820086,A01,11140162,3.0,3.0
1114016200103330584,A14,11140162,4.0,4.0
1153010700103260031,A02,11530107,3.0,3.0
1111010700100970000,A06,11110107,1.0,1.0
1121510300105930019,A01,11215103,2.0,2.0
1138010200100820020,A11,11380102,3.0,3.0
1144011000101060051,A03,11440110,2.0,2.0
1114016200103610004,A11,11140162,2.0,2.0
1141011800100480100,A03,11410118,2.0,2.0
1156013300107000001,A07,11560133,2.0,2.0
1171010400100570011,A14,11710104,2.0,2.0
1130510100108600108,A01,11305101,4.0,4.0
1168010800100630006,A03,11680108,3.0,3.0
1135010300103980027,A02,11350103,4.0,4.0
1171010700100990002,A03,11710107,1.0,1.0
1144012700116470000,A08,11440127,2.0,2.0
1168010600109060001,A01,11680106,1.0,1.0
1126010100101020032,A01,11260101,3.0,3.0
1174010300103070000,A03,11740103,2.0,2.0
1156011400100480001,A11,11560114,1.0,1.0
1154510100104590011,A14,11545101,1.0,1.0
1159010500101800001,A02,11590105,2.0,2.0
1129012000100460000,A01,11290120,5.0,5.0
1156013300107000001,A01,11560133,3.0,3.0
1129011600100850057,A03,11290116,2.0,2.0
1141011600100520021,A14,11410116,3.0,3.0
1150010300101020011,A11,11500103,2.0,2.0
1114016500125450000,A06,11140165,2.0,2.0
1162010200114330104,A03,11620102,3.0,3.0
1144010100103270029,A03,11440101,2.0,2.0
1138010300106030002,A03,11380103,2.0,2.0
1144010200103840019,A04,11440102,1.0,1.0
1120012200100080003,A03,11200122,3.0,3.0
1150010500107590000,A01,11500105,2.0,2.0
1114016100100750000,A04,11140161,2.0,2.0
1141011600100780019,A13,11410116,3.0,3.0
1144012000103320008,A03,11440120,3.0,3.0
1138010700101190001,A01,11380107,1.0,1.0
1144011000100310110,A01,11440110,3.0,3.0
1121510500106090017,A02,11215105,3.0,3.0
1162010100109140018,A03,11620101,3.0,3.0
1138010600101920010,A03,11380106,4.0,4.0
1165010100110010034,A01,11650101,2.0,2.0
1171010600100020004,A03,11710106,3.0,3.0
1123010500105420004,A13,11230105,3.0,3.0
1132010700105520021,A01,11320107,2.0,2.0
1138010500101990003,A01,11380105,4.0,4.0
1144012700100110005,A03,11440127,1.0,1.0
1138010800100420062,A01,11380108,1.0,1.0
1144012700116540000,A05,11440127,3.0,3.0
1126010200101040105,A01,11260102,2.0,2.0
1130510400101820003,A01,11305104,1.0,1.0
1117010100101030017,A03,11170101,4.0,4.0
1159010700101440003,A13,11590107,3.0,3.0
1150010600106980009,A02,11500106,3.0,3.0
1123010600103710004,A03,11230106,2.0,2.0
1126010100101470007,A03,11260101,4.0,4.0
1168010100108300032,A01,11680101,2.0,2.0
1156010400100170011,A12,11560104,2.0,2.0
1154510100101420020,A11,11545101,3.0,3.0
1174010300105210000,A08,11740103,2.0,2.0
1156011000100120000,A03,11560110,3.0,3.0
1132010600106900006,A01,11320106,4.0,4.0
1129011600100850103,A03,11290116,2.0,2.0
1114014800100180187,A03,11140148,3.0,3.0
1144012700115950000,A01,11440127,2.0,2.0
1147010100100860009,A03,11470101,1.0,1.0
1132010800106240000,A01,11320108,4.0,4.0
1156011900100720011,A06,11560119,4.0,4.0
1159010800103440010,A03,11590108,2.0,2.0
1117012500101210004,A01,11170125,2.0,2.0
1132010700107430049,A01,11320107,3.0,3.0
1123010300104690000,A01,11230103,1.0,1.0
1162010100117290000,A01,11620101,4.0,4.0
1117010200100450009,A03,11170102,1.0,1.0
1121510300102430006,A14,11215103,1.0,1.0
1168010100106960004,A01,11680101,1.0,1.0
1168010300101590007,A01,11680103,2.0,2.0
1117013000101270011,A03,11170130,1.0,1.0
1174010800101760001,A03,11740108,4.0,4.0
1174010500103380021,A03,11740105,4.0,4.0
1123010800100450078,A01,11230108,3.0,3.0
1156013300107100004,A11,11560133,3.0,3.0
1132010800105680029,A13,11320108,3.0,3.0
1165010600100490008,A14,11650106,3.0,3.0
1171011300100310016,A01,11710113,4.0,4.0
1114016700100340005,A03,11140167,3.0,3.0
1121510300102340009,A12,11215103,3.0,3.0
1117012600100010036,A03,11170126,2.0,2.0
1114016500112180000,A01,11140165,1.0,1.0
1117013100106570092,A01,11170131,1.0,1.0
1114014400100120003,A11,11140144,1.0,1.0
1168010700106370014,A08,11680107,1.0,1.0
1117013000101680003,A03,11170130,2.0,2.0
1147010100113200002,A11,11470101,3.0,3.0
1138010900100070004,A08,11380109,2.0,2.0
1130510100108110009,A01,11305101,4.0,4.0
1153010200100730010,A08,11530102,4.0,4.0
1171011100101860016,A13,11710111,2.0,2.0
1111012400100800006,A14,11110124,3.0,3.0
1168010500101130007,A05,11680105,1.0,1.0
1144010800103280017,A07,11440108,4.0,4.0
1141011100102530024,A06,11410111,3.0,3.0
1126010500105630001,A03,11260105,2.0,2.0
1156013300109600006,A03,11560133,1.0,1.0
1141011100103300117,A01,11410111,2.0,2.0
1123010600103660006,A01,11230106,2.0,2.0
1153010600102680001,A03,11530106,2.0,2.0
1159010700110370009,A01,11590107,3.0,3.0
1159010700110310035,A01,11590107,2.0,2.0
1168010800100610011,A01,11680108,2.0,2.0
1117013000101320008,A14,11170130,1.0,1.0
1135010600101540040,A01,11350106,2.0,2.0
1117010400100690055,A03,11170104,1.0,1.0
1123010400100380100,A04,11230104,2.0,2.0
1130510100100750171,A01,11305101,3.0,3.0
1114016200103530022,A01,11140162,2.0,2.0
1162010100108600006,A11,11620101,4.0,4.0
1159010100103090039,A01,11590101,4.0,4.0
1153010200107360008,A01,11530102,3.0,3.0
1154510100100600003,A08,11545101,3.0,3.0
1138010300106030006,A01,11380103,2.0,2.0
1121510500102240009,A03,11215105,3.0,3.0
1165010200103410000,A03,11650102,3.0,3.0
1156013300110280004,A11,11560133,4.0,4.0
1168010100106190015,A05,11680101,2.0,2.0
1174010500101060001,A01,11740105,4.0,4.0
1156011400100390005,A08,11560114,2.0,2.0
1121510700104960010,A01,11215107,4.0,4.0
1156013200102320080,A03,11560132,3.0,3.0
1123011000102550282,A02,11230110,2.0,2.0
1144012000103470012,A13,11440120,3.0,3.0
1123010200100520006,A01,11230102,3.0,3.0
1156011700101210061,A08,11560117,2.0,2.0
1132010600107160001,A08,11320106,2.0,2.0
1150010300111120006,A01,11500103,1.0,1.0
1111017500102320029,A05,11110175,4.0,4.0
1111017400105820047,A01,11110174,4.0,4.0
1153010200101880026,A06,11530102,2.0,2.0
1130510300100500075,A04,11305103,3.0,3.0
1150010200106740000,A05,11500102,2.0,2.0
1156013200100990007,A01,11560132,1.0,1.0
1120011500103100060,A03,11200115,1.0,1.0
1132010600104630005,A01,11320106,2.0,2.0
1121510500105530370,A01,11215105,3.0,3.0
1171010500102960019,A05,11710105,2.0,2.0
1123010500100140024,A01,11230105,4.0,4.0
1120012200100480003,A01,11200122,4.0,4.0
1144010800100020010,A06,11440108,3.0,3.0
1129013300105850002,A01,11290133,2.0,2.0
1168011800105400000,A01,11680118,2.0,2.0
1159010700111590000,A01,11590107,3.0,3.0
1120011500103150100,A03,11200115,2.0,2.0
1168010800100380006,A01,11680108,2.0,2.0
1111012200100040003,A06,11110122,1.0,1.0
1121510100101630026,A03,11215101,4.0,4.0
1171010400100970010,A01,11710104,2.0,2.0
1147010100108900023,A04,11470101,4.0,4.0
1121510900100700003,A03,11215109,3.0,3.0
1126010100106340011,A05,11260101,4.0,4.0
1117011200100390013,A06,11170112,3.0,3.0
1150010500107910005,A08,11500105,1.0,1.0
1144011000101070012,A06,11440110,2.0,2.0
1114010600100200000,A01,11140106,1.0,1.0
1135010200103330001,A09,11350102,2.0,2.0
1153010700101150004,A03,11530107,4.0,4.0
1138010400104600014,A13,11380104,3.0,3.0
1111011800101100034,A08,11110118,3.0,3.0
1135010500110490094,A03,11350105,2.0,2.0
1121510700100030027,A03,11215107,2.0,2.0
1147010100109710016,A03,11470101,4.0,4.0
1138010400104090002,A03,11380104,3.0,3.0
1144012000104030014,A15,11440120,2.0,2.0
1144012100101610016,A12,11440121,3.0,3.0
1114011400100680001,A01,11140114,2.0,2.0
1171011100100350000,A01,11710111,1.0,1.0
1150010300107990015,A08,11500103,4.0,4.0
1129013900103320667,A03,11290139,4.0,4.0
1135010300102700059,A03,11350103,4.0,4.0
1144011100100630008,A03,11440111,1.0,1.0
1150010300100240567,A01,11500103,2.0,2.0
1162010200116370008,A01,11620102,3.0,3.0
1121510500105530264,A01,11215105,1.0,1.0
1159010200101920045,A01,11590102,3.0,3.0
1147010300100900010,A01,11470103,2.0,2.0
1150010600106810017,A03,11500106,3.0,3.0
1150010900106200156,A01,11500109,3.0,3.0
1168010800102180017,A05,11680108,3.0,3.0
1171011400101530003,A01,11710114,4.0,4.0
1132010600105920001,A01,11320106,1.0,1.0
1141011600100570059,A03,11410116,3.0,3.0
1138010600102150034,A14,11380106,4.0,4.0
1174010900103310024,A01,11740109,3.0,3.0
1147010200107750031,A02,11470102,2.0,2.0
1114010400100160000,A08,11140104,1.0,1.0
1144011100100850003,A03,11440111,2.0,2.0
1154510200109880009,A11,11545102,2.0,2.0
1165010100108720004,A01,11650101,1.0,1.0
1138010500100090001,A01,11380105,4.0,4.0
1141010200104640000,A01,11410102,4.0,4.0
1126010100104580119,A03,11260101,3.0,3.0
1174010800103200007,A11,11740108,3.0,3.0
1168010400100680000,A03,11680104,4.0,4.0
1135010200109510000,A02,11350102,1.0,1.0
1159010700103180013,A01,11590107,2.0,2.0
1141012000103240008,A11,11410120,4.0,4.0
1144012500100540001,A01,11440125,2.0,2.0
1121510300102520119,A01,11215103,2.0,2.0
1174010500102360008,A01,11740105,1.0,1.0
1165010800116650005,A03,11650108,2.0,2.0
1144010500101120002,A01,11440105,2.0,2.0
1129011400102910000,A06,11290114,4.0,4.0
1138010500103380001,A03,11380105,3.0,3.0
1171011100100700002,A14,11710111,2.0,2.0
1168010700105720001,A14,11680107,2.0,2.0
1174010800104420016,A04,11740108,2.0,2.0
1114012600100590001,A11,11140126,1.0,1.0
1150010300108970014,A12,11500103,4.0,4.0
1121510300100530013,A01,11215103,2.0,2.0
1123010600100960025,A03,11230106,3.0,3.0
1156012000100450008,A14,11560120,3.0,3.0
1174010100100470004,A15,11740101,3.0,3.0
1174010800103970011,A12,11740108,3.0,3.0
1144012400103850012,A14,11440124,3.0,3.0
1159010500100100000,A07,11590105,2.0,2.0
1129013400110980000,A06,11290134,3.0,3.0
1111013500100190020,A01,11110135,3.0,3.0
1121510500108470008,A02,11215105,3.0,3.0
1126010400103960000,A03,11260104,4.0,4.0
1121510500105840000,A02,11215105,4.0,4.0
1147010200107130015,A01,11470102,2.0,2.0
1123010700100360001,A07,11230107,3.0,3.0
1168010800102180020,A01,11680108,1.0,1.0
1144012400103870013,A03,11440124,1.0,1.0
1120010400102570000,A08,11200104,2.0,2.0
1154510300109850002,A02,11545103,3.0,3.0
1171010700100480010,A07,11710107,3.0,3.0
1168010100108210000,A10,11680101,2.0,2.0
1129011600100850038,A01,11290116,2.0,2.0
1129012900101340006,A01,11290129,4.0,4.0
1120010700101680151,A01,11200107,2.0,2.0
1120011500103390113,A01,11200115,3.0,3.0
1168010100106460004,A02,11680101,1.0,1.0
1132010600106620027,A01,11320106,4.0,4.0
1126010100101030008,A04,11260101,3.0,3.0
1144012000104080031,A08,11440120,4.0,4.0
1126010300103020047,A01,11260103,4.0,4.0
1150010300103470007,A06,11500103,3.0,3.0
1126010600106660000,A08,11260106,3.0,3.0
1147010300102250017,A01,11470103,3.0,3.0
1117011000100900002,A04,11170110,1.0,1.0
1174010900103950050,A01,11740109,4.0,4.0
1135010600101410033,A03,11350106,3.0,3.0
1120011400106561116,A05,11200114,3.0,3.0
1168010300111880000,A01,11680103,4.0,4.0
1129013900101260007,A01,11290139,2.0,2.0
1121510100100470012,A01,11215101,2.0,2.0
1153010200101390128,A01,11530102,2.0,2.0
1120011500103000087,A03,11200115,3.0,3.0
1114017300100530008,A01,11140173,2.0,2.0
1165010100109050010,A11,11650101,2.0,2.0
1156013200101600017,A03,11560132,4.0,4.0
1154510300109400033,A01,11545103,3.0,3.0
1144012000104040013,A03,11440120,3.0,3.0
1130510300102790124,A08,11305103,2.0,2.0
1144012000103790009,A03,11440120,3.0,3.0
1171010400100170003,A10,11710104,4.0,4.0
1121510700100080050,A03,11215107,2.0,2.0
1117013100100310013,A04,11170131,2.0,2.0
1168010100108390004,A01,11680101,2.0,2.0
1159010900107050000,A03,11590109,4.0,4.0
1144012000103340013,A01,11440120,4.0,4.0
1130510300104720284,A01,11305103,2.0,2.0
1162010200116410002,A04,11620102,1.0,1.0
1150010300110500031,A03,11500103,4.0,4.0
1171010800100510001,A03,11710108,2.0,2.0
1141011100103260020,A03,11410111,3.0,3.0
1171011100101320008,A03,11710111,2.0,2.0
1126010100101050036,A03,11260101,2.0,2.0
1129010700100090000,A01,11290107,4.0,4.0
1165010700107450006,A03,11650107,2.0,2.0
1159010900106920002,A01,11590109,2.0,2.0
1168011500107160000,A03,11680115,3.0,3.0
1121510100106250001,A02,11215101,4.0,4.0
1168010400100160000,A03,11680104,2.0,2.0
1144010400100250004,A01,11440104,3.0,3.0
1162010200106060005,A01,11620102,3.0,3.0
1111017400104970002,A03,11110174,4.0,4.0
1130510100102090003,A08,11305101,2.0,2.0
1165010200103270014,A01,11650102,1.0,1.0
1114011300100180012,A11,11140113,2.0,2.0
1129013900102810008,A02,11290139,5.0,5.0
1156013200108080000,A01,11560132,3.0,3.0
1147010100109990017,A03,11470101,4.0,4.0
1174010800105530020,A04,11740108,4.0,4.0
1117011300100010071,A11,11170113,2.0,2.0
1111014100101750112,A08,11110141,3.0,3.0
1154510100100600027,A01,11545101,2.0,2.0
1141011600100530097,A03,11410116,3.0,3.0
1141011700101890016,A14,11410117,4.0,4.0
1154510200102840012,A11,11545102,4.0,4.0
1141011600100570007,A03,11410116,1.0,1.0
1159010900103950065,A05,11590109,1.0,1.0
1117010200100051161,A03,11170102,3.0,3.0
1171010300104040002,A03,11710103,2.0,2.0
1156010400100050005,A01,11560104,2.0,2.0
1168010100106370051,A03,11680101,2.0,2.0
1159010700101320006,A13,11590107,1.0,1.0
1154510200111550000,A03,11545102,3.0,3.0
1153010200111240012,A01,11530102,2.0,2.0
1141010100100780000,A03,11410101,2.0,2.0
1126010200101290069,A01,11260102,3.0,3.0
1168010100106490008,A14,11680101,4.0,4.0
1117013000102930013,A03,11170130,4.0,4.0
1174010900104540051,A03,11740109,3.0,3.0
1129012300100030000,A01,11290123,3.0,3.0
1135010500111100000,A06,11350105,2.0,2.0
1117013000100720005,A14,11170130,3.0,3.0
1117011300100930014,A01,11170113,2.0,2.0
1138010400103950013,A12,11380104,3.0,3.0
1111016200101740002,A01,11110162,1.0,1.0
1168010100108270022,A01,11680101,2.0,2.0
1168010100107920059,A06,11680101,4.0,4.0
1156011000100150012,A01,11560110,3.0,3.0
1154510300109080024,A01,11545103,4.0,4.0
1150010300108740002,A11,11500103,3.0,3.0
1126010500103810005,A01,11260105,3.0,3.0
1121510500106370037,A01,11215105,4.0,4.0
1120011400100080009,A03,11200114,2.0,2.0
1141011700101330030,A05,11410117,3.0,3.0
1121510100101650001,A03,11215101,3.0,3.0
1120011500103390136,A03,11200115,1.0,1.0
1168010600108910052,A01,11680106,2.0,2.0
1121510700100470005,A12,11215107,4.0,4.0
1120011500103330016,A09,11200115,3.0,3.0
1123010600103010002,A12,11230106,2.0,2.0
1168010600109860006,A03,11680106,3.0,3.0
1123010400102950101,A03,11230104,4.0,4.0
1153010200111240020,A01,11530102,2.0,2.0
1120010200109460040,A03,11200102,2.0,2.0
1141011800104640000,A08,11410118,2.0,2.0
1159010800100390002,A11,11590108,1.0,1.0
1144010800100180009,A01,11440108,2.0,2.0
1117013100108280000,A03,11170131,2.0,2.0
1123010600104380020,A01,11230106,2.0,2.0
1168010100106990021,A03,11680101,2.0,2.0
1117012400100170001,A03,11170124,4.0,4.0
1141011600100200099,A03,11410116,2.0,2.0
1114015900100190004,A13,11140159,3.0,3.0
1154510300108900002,A14,11545103,3.0,3.0
1120011400100130413,A03,11200114,2.0,2.0
1165010100108730009,A03,11650101,1.0,1.0
1159010200103160005,A04,11590102,3.0,3.0
1159010700101370012,A01,11590107,3.0,3.0
1168010700106200006,A03,11680107,2.0,2.0
1117012500102580001,A03,11170125,1.0,1.0
1156013300110500029,A01,11560133,3.0,3.0
1156011000100240002,A01,11560110,1.0,1.0
1144012000103960031,A14,11440120,2.0,2.0
1171010100102500013,A01,11710101,1.0,1.0
1144010200101190005,A01,11440102,1.0,1.0
1162010100109490014,A02,11620101,4.0,4.0
1121510300105460001,A05,11215103,2.0,2.0
1120011500103310011,A04,11200115,4.0,4.0
